POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,4,days,4,days,60,69,114.75,229.49,229.49,90.93,181.85,181.85,82.48,164.95,164.95,86.05,172.11,172.11,68.18,136.36,136.36,80.29,160.58,160.58
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,5,days,5,days,60,69,131.97,263.94,263.94,108.39,216.78,216.78,93.25,186.49,186.49,91.8,183.6,183.6,69.99,139.98,139.98,82.37,164.75,164.75
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,6,days,6,days,60,69,149.17,298.34,298.34,120.63,241.27,241.27,107.58,215.17,215.17,97.53,195.05,195.05,75.37,150.75,150.75,88.73,177.47,177.47
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,7,days,7,days,60,69,158.73,317.47,317.47,125.9,251.8,251.8,111.17,222.34,222.34,99.44,198.87,198.87,77.14,154.28,154.28,90.84,181.68,181.68
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,8,days,8,days,60,69,149.17,298.34,298.34,134.64,269.28,269.28,116.57,233.13,233.13,103.24,206.49,206.49,85.61,171.22,171.22,95.04,190.08,190.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,9,days,9,days,60,69,156.82,313.65,313.65,139.84,279.69,279.69,121.94,243.88,243.88,105.18,210.37,210.37,87.51,175.02,175.02,97.17,194.33,194.33
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,10,days,10,days,60,69,164.46,328.92,328.92,145.1,290.2,290.2,127.32,254.63,254.63,109,218,218,89.41,178.82,178.82,99.25,198.49,198.49
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,11,days,11,days,60,69,177.8,355.61,355.61,153.87,307.74,307.74,132.69,265.38,265.38,113.29,226.58,226.58,95.72,191.44,191.44,103.46,206.91,206.91
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,12,days,12,days,60,69,187.55,375.1,375.1,159.1,318.19,318.19,134.49,268.98,268.98,117.22,234.44,234.44,97.67,195.33,195.33,105.57,211.15,211.15
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,13,days,13,days,60,69,195.35,390.71,390.71,166.08,332.16,332.16,139.84,279.69,279.69,121.12,242.23,242.23,99.64,199.27,199.27,107.7,215.4,215.4
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,14,days,14,days,60,69,201.2,402.4,402.4,169.58,339.17,339.17,147.05,294.1,294.1,123.09,246.17,246.17,103.53,207.07,207.07,111.95,223.89,223.89
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,15,days,15,days,60,69,205.13,410.26,410.26,174.84,349.68,349.68,148.83,297.65,297.65,127,254.01,254.01,121.12,242.23,242.23,130.95,261.9,261.9
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,16,days,16,days,60,69,212.94,425.87,425.87,180.26,360.53,360.53,154.35,308.71,308.71,128.92,257.85,257.85,123.09,246.17,246.17,133.34,266.68,266.68
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,17,days,17,days,60,69,250.05,500.1,500.1,185.54,371.08,371.08,157.96,315.92,315.92,134.83,269.66,269.66,127,254.01,254.01,137.56,275.12,275.12
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,18,days,18,days,60,69,255.91,511.82,511.82,189.01,378.01,378.01,163.38,326.75,326.75,138.69,277.38,277.38,128.92,257.85,257.85,139.64,279.28,279.28
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,19,days,19,days,60,69,261.78,523.55,523.55,194.23,388.46,388.46,165.14,330.29,330.29,140.64,281.28,281.28,132.84,265.68,265.68,143.9,287.8,287.8
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,20,days,20,days,60,69,269.55,539.1,539.1,199.5,399.01,399.01,170.53,341.06,341.06,144.58,289.15,289.15,134.83,269.66,269.66,146.04,292.08,292.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,21,days,21,days,60,69,277.43,554.86,554.86,204.75,409.5,409.5,174.11,348.21,348.21,146.51,293.01,293.01,138.69,277.38,277.38,150.26,300.52,300.52
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,22,days,22,days,60,69,283.27,566.53,566.53,209.99,419.99,419.99,179.5,359,359,150.42,300.85,300.85,140.64,281.28,281.28,152.34,304.68,304.68
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,23,days,23,days,60,69,291.09,582.19,582.19,215.24,430.48,430.48,183.07,366.13,366.13,152.38,304.77,304.77,144.58,289.15,289.15,156.59,313.17,313.17
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,24,days,24,days,60,69,296.94,593.88,593.88,220.53,441.07,441.07,188.48,376.97,376.97,156.3,312.6,312.6,146.51,293.01,293.01,158.74,317.48,317.48
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,25,days,25,days,60,69,302.82,605.64,605.64,225.74,451.47,451.47,190.29,380.58,380.58,160.21,320.42,320.42,152.38,304.77,304.77,165.04,330.08,330.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,26,days,26,days,60,69,308.67,617.33,617.33,231,462,462,195.65,391.29,391.29,162.17,324.34,324.34,156.3,312.6,312.6,169.31,338.62,338.62
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,27,days,27,days,60,69,318.42,636.84,636.84,236.25,472.49,472.49,199.25,398.51,398.51,166.04,332.08,332.08,160.21,320.42,320.42,173.56,347.11,347.11
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,28,days,28,days,60,69,328.22,656.43,656.43,241.54,483.08,483.08,204.63,409.26,409.26,168.01,336.01,336.01,162.17,324.34,324.34,175.68,351.37,351.37
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,29,days,29,days,60,69,336.02,672.05,672.05,250.26,500.52,500.52,209.99,419.99,419.99,173.87,347.75,347.75,168.01,336.01,336.01,182.01,364.02,364.02
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,30,days,30,days,60,69,345.79,691.58,691.58,255.51,511.01,511.01,215.4,430.8,430.8,177.8,355.61,355.61,171.92,343.83,343.83,186.23,372.46,372.46
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,31,days,31,days,60,69,355.55,711.11,711.11,264.25,528.49,528.49,220.77,441.55,441.55,183.63,367.26,367.26,173.87,347.75,347.75,188.35,376.7,376.7
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,32,days,32,days,60,69,363.36,726.72,726.72,269.51,539.02,539.02,226.19,452.38,452.38,185.62,371.24,371.24,179.75,359.5,359.5,194.71,389.42,389.42
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,33,days,33,days,60,69,373.13,746.25,746.25,274.76,549.51,549.51,231.54,463.09,463.09,191.45,382.89,382.89,183.63,367.26,367.26,198.96,397.91,397.91
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,34,days,34,days,60,69,380.93,761.87,761.87,283.54,567.08,567.08,236.92,473.84,473.84,195.35,390.71,390.71,185.62,371.24,371.24,201.07,402.14,402.14
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,35,days,41,days,60,69,453.26,906.53,906.53,353.53,707.05,707.05,297.99,595.97,595.97,255.91,511.82,511.82,246.16,492.33,492.33,266.68,533.35,533.35
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,42,days,48,days,60,69,498.15,996.31,996.31,385,770.01,770.01,337.46,674.92,674.92,279.35,558.7,558.7,273.51,547.02,547.02,296.3,592.6,592.6
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,49,days,55,days,60,69,570.46,1140.92,1140.92,425.27,850.54,850.54,362.56,725.12,725.12,308.67,617.33,617.33,296.94,593.88,593.88,321.7,643.4,643.4
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,56,days,62,days,60,69,601.69,1203.38,1203.38,449.81,899.61,899.61,394.88,789.76,789.76,341.89,683.78,683.78,330.15,660.29,660.29,357.65,715.29,715.29
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,63,days,69,days,60,69,658.37,1316.75,1316.75,490.01,980.03,980.03,430.78,861.55,861.55,363.36,726.72,726.72,345.79,691.58,691.58,374.55,749.09,749.09
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,70,days,76,days,60,69,724.77,1449.55,1449.55,505.77,1011.54,1011.54,475.68,951.35,951.35,400.5,800.99,800.99,384.9,769.8,769.8,416.96,833.92,833.92
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,77,days,83,days,60,69,736.52,1473.04,1473.04,516.27,1032.54,1032.54,486.45,972.9,972.9,429.78,859.57,859.57,412.21,824.42,824.42,446.52,893.05,893.05
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,84,days,90,days,60,69,742.36,1484.71,1484.71,521.51,1043.02,1043.02,491.8,983.61,983.61,445.45,890.89,890.89,423.91,847.81,847.81,459.21,918.42,918.42
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,91,days,119,days,60,69,894.75,1789.5,1789.5,630.02,1260.04,1260.04,594.11,1188.22,1188.22,504.04,1008.08,1008.08,484.47,968.94,968.94,524.82,1049.63,1049.63
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,120,days,149,days,60,69,1043.22,2086.43,2086.43,731.52,1463.03,1463.03,682.07,1364.15,1364.15,586.06,1172.13,1172.13,562.61,1125.23,1125.23,609.48,1218.97,1218.97
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,150,days,179,days,60,69,1199.48,2398.95,2398.95,840.03,1680.07,1680.07,784.37,1568.75,1568.75,648.58,1297.15,1297.15,646.63,1293.26,1293.26,700.48,1400.96,1400.96
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,180,days,186,days,60,69,1361.62,2723.23,2723.23,955.53,1911.07,1911.07,897.47,1794.95,1794.95,771.68,1543.37,1543.37,736.52,1473.04,1473.04,797.84,1595.69,1595.69
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,186,days,209,days,60,69,1361.62,2723.23,2723.23,955.53,1911.07,1911.07,897.47,1794.95,1794.95,771.68,1543.37,1543.37,736.52,1473.04,1473.04,797.84,1595.69,1595.69
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,210,days,239,days,60,69,1500.33,3000.65,3000.65,1050.07,2100.13,2100.13,985.4,1970.81,1970.81,849.81,1699.62,1699.62,814.63,1629.27,1629.27,882.48,1764.95,1764.95
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,240,days,269,days,60,69,1650.75,3301.5,3301.5,1155.07,2310.14,2310.14,1082.37,2164.74,2164.74,937.74,1875.48,1875.48,888.9,1777.81,1777.81,962.91,1925.82,1925.82
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,270,days,299,days,60,69,1791.42,3582.84,3582.84,1254.82,2509.63,2509.63,1163.14,2326.27,2326.27,1010.01,2020.02,2020.02,961.14,1922.28,1922.28,1041.2,2082.41,2082.41
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,300,days,329,days,60,69,1930.15,3860.3,3860.3,1351.07,2702.13,2702.13,1252.9,2505.79,2505.79,1094.01,2188.03,2188.03,1043.22,2086.43,2086.43,1130.09,2260.18,2260.18
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,330,days,366,days,60,69,2037.6,4075.2,4075.2,1431.59,2863.19,2863.19,1322.89,2645.79,2645.79,1156.52,2313.03,2313.03,1105.73,2211.46,2211.46,1197.81,2395.63,2395.63
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,1,days,2,days,70,70,96.02,192.04,192.04,80.28,160.55,160.55,72.04,144.07,144.07,71.35,142.71,142.71,66.93,133.87,133.87,78.83,157.65,157.65
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,3,days,3,days,70,70,131.7,263.39,263.39,105.36,210.73,210.73,95.18,190.35,190.35,96.02,192.04,192.04,90.11,180.22,180.22,106.03,212.07,212.07
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,4,days,4,days,70,70,164.62,329.24,329.24,130.44,260.88,260.88,118.35,236.71,236.71,123.48,246.96,246.96,97.83,195.66,195.66,115.14,230.28,230.28
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,5,days,5,days,70,70,189.34,378.67,378.67,155.55,311.1,311.1,133.79,267.57,267.57,131.7,263.39,263.39,100.39,200.78,200.78,118.18,236.36,236.36
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,6,days,6,days,70,70,214.02,428.04,428.04,173.05,346.1,346.1,154.36,308.73,308.73,139.92,279.83,279.83,108.11,216.21,216.21,127.24,254.47,254.47
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,7,days,7,days,70,70,227.72,455.43,455.43,180.59,361.17,361.17,159.52,319.03,319.03,142.67,285.34,285.34,110.7,221.4,221.4,130.31,260.62,260.62
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,8,days,8,days,70,70,214.02,428.04,428.04,193.15,386.31,386.31,167.22,334.45,334.45,148.15,296.31,296.31,122.86,245.71,245.71,136.37,272.73,272.73
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,9,days,9,days,70,70,224.97,449.95,449.95,200.69,401.38,401.38,174.92,349.84,349.84,150.9,301.79,301.79,125.56,251.12,251.12,139.38,278.76,278.76
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,10,days,10,days,70,70,235.96,471.93,471.93,208.18,416.37,416.37,182.66,365.31,365.31,156.42,312.84,312.84,128.31,256.62,256.62,142.42,284.84,284.84
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,11,days,11,days,70,70,255.06,510.13,510.13,220.75,441.51,441.51,190.39,380.78,380.78,162.57,325.14,325.14,137.34,274.69,274.69,148.49,296.97,296.97
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,12,days,12,days,70,70,269.09,538.18,538.18,228.27,456.54,456.54,192.95,385.91,385.91,168.19,336.38,336.38,140.11,280.21,280.21,151.49,302.98,302.98
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,13,days,13,days,70,70,280.31,560.63,560.63,238.29,476.57,476.57,200.69,401.38,401.38,173.79,347.59,347.59,142.95,285.9,285.9,154.54,309.08,309.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,14,days,14,days,70,70,288.7,577.4,577.4,243.31,486.62,486.62,210.94,421.88,421.88,176.6,353.19,353.19,148.53,297.05,297.05,160.6,321.19,321.19
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,15,days,15,days,70,70,294.33,588.66,588.66,250.84,501.69,501.69,213.51,427.02,427.02,182.19,364.39,364.39,173.79,347.59,347.59,187.9,375.8,375.8
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,16,days,16,days,70,70,305.53,611.06,611.06,258.64,517.28,517.28,221.49,442.97,442.97,184.98,369.95,369.95,176.6,353.19,353.19,191.32,382.63,382.63
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,17,days,17,days,70,70,358.77,717.54,717.54,266.16,532.31,532.31,226.66,453.32,453.32,193.4,386.79,386.79,182.19,364.39,364.39,197.36,394.72,394.72
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,18,days,18,days,70,70,367.19,734.38,734.38,271.22,542.44,542.44,234.34,468.67,468.67,199.02,398.04,398.04,184.98,369.95,369.95,200.4,400.8,400.8
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,19,days,19,days,70,70,375.58,751.16,751.16,278.71,557.41,557.41,236.92,473.84,473.84,201.83,403.65,403.65,190.58,381.16,381.16,206.46,412.93,412.93
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,20,days,20,days,70,70,386.81,773.62,773.62,286.24,572.48,572.48,244.64,489.27,489.27,207.43,414.86,414.86,193.4,386.79,386.79,209.5,419.01,419.01
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,21,days,21,days,70,70,398.01,796.03,796.03,293.77,587.53,587.53,249.78,499.56,499.56,210.19,420.39,420.39,199.02,398.04,398.04,215.59,431.19,431.19
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,22,days,22,days,70,70,406.41,812.83,812.83,301.32,602.64,602.64,257.54,515.07,515.07,215.82,431.64,431.64,201.83,403.65,403.65,218.62,437.24,437.24
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,23,days,23,days,70,70,417.64,835.27,835.27,308.87,617.73,617.73,262.69,525.38,525.38,218.65,437.31,437.31,207.43,414.86,414.86,224.7,449.4,449.4
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,24,days,24,days,70,70,426.05,852.09,852.09,316.38,632.76,632.76,270.43,540.85,540.85,224.22,448.44,448.44,210.19,420.39,420.39,227.7,455.4,455.4
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,25,days,25,days,70,70,434.45,868.91,868.91,323.94,647.87,647.87,273,546,546,229.84,459.67,459.67,218.65,437.31,437.31,236.83,473.66,473.66
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,26,days,26,days,70,70,442.87,885.75,885.75,331.45,662.9,662.9,280.73,561.47,561.47,232.62,465.24,465.24,224.22,448.44,448.44,242.9,485.79,485.79
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,27,days,27,days,70,70,456.88,913.76,913.76,339,677.99,677.99,285.86,571.72,571.72,238.25,476.49,476.49,229.84,459.67,459.67,248.96,497.93,497.93
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,28,days,28,days,70,70,470.93,941.85,941.85,346.48,692.96,692.96,293.57,587.15,587.15,241.07,482.14,482.14,232.62,465.24,465.24,252,504.01,504.01
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,29,days,29,days,70,70,482.11,964.22,964.22,359.07,718.14,718.14,301.32,602.64,602.64,249.47,498.94,498.94,241.07,482.14,482.14,261.13,522.26,522.26
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,30,days,30,days,70,70,496.13,992.27,992.27,366.61,733.21,733.21,309.06,618.11,618.11,255.06,510.13,510.13,246.69,493.37,493.37,267.23,534.47,534.47
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,31,days,31,days,70,70,510.14,1020.28,1020.28,379.18,758.35,758.35,316.77,633.55,633.55,263.49,526.99,526.99,249.47,498.94,498.94,270.24,540.47,540.47
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,32,days,32,days,70,70,521.33,1042.66,1042.66,386.71,773.42,773.42,324.5,649,649,266.28,532.55,532.55,257.89,515.78,515.78,279.37,558.73,558.73
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,33,days,33,days,70,70,535.36,1070.71,1070.71,394.26,788.51,788.51,332.22,664.43,664.43,274.7,549.39,549.39,263.49,526.99,526.99,285.42,570.84,570.84
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,34,days,34,days,70,70,546.6,1093.2,1093.2,406.79,813.59,813.59,339.97,679.94,679.94,280.31,560.63,560.63,266.28,532.55,532.55,288.45,576.89,576.89
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,35,days,41,days,70,70,650.29,1300.57,1300.57,507.22,1014.43,1014.43,427.5,855,855,367.19,734.38,734.38,353.16,706.33,706.33,382.56,765.12,765.12
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,42,days,48,days,70,70,714.77,1429.53,1429.53,552.41,1104.81,1104.81,484.15,968.29,968.29,400.84,801.67,801.67,392.41,784.82,784.82,425.1,850.19,850.19
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,49,days,55,days,70,70,818.45,1636.91,1636.91,610.18,1220.35,1220.35,520.21,1040.41,1040.41,442.87,885.75,885.75,426.05,852.09,852.09,461.54,923.08,923.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,56,days,62,days,70,70,863.31,1726.63,1726.63,645.33,1290.66,1290.66,566.57,1133.15,1133.15,490.51,981.01,981.01,473.71,947.42,947.42,513.16,1026.32,1026.32
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,63,days,69,days,70,70,944.61,1889.23,1889.23,703.08,1406.16,1406.16,618.08,1236.17,1236.17,521.33,1042.66,1042.66,496.13,992.27,992.27,537.43,1074.87,1074.87
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,70,days,76,days,70,70,1039.89,2079.78,2079.78,725.67,1451.34,1451.34,682.47,1364.93,1364.93,574.61,1149.22,1149.22,552.17,1104.33,1104.33,598.17,1196.34,1196.34
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,77,days,83,days,70,70,1056.71,2113.42,2113.42,740.75,1481.5,1481.5,697.93,1395.86,1395.86,616.67,1233.34,1233.34,591.45,1182.9,1182.9,640.69,1281.38,1281.38
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,84,days,90,days,70,70,1065.15,2130.3,2130.3,748.29,1496.59,1496.59,705.66,1411.33,1411.33,639.08,1278.17,1278.17,608.27,1216.54,1216.54,658.92,1317.85,1317.85
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,91,days,119,days,70,70,1283.77,2567.54,2567.54,903.95,1807.91,1807.91,852.44,1704.88,1704.88,723.2,1446.39,1446.39,695.15,1390.29,1390.29,753.03,1506.06,1506.06
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,120,days,149,days,70,70,1496.81,2993.62,2993.62,1049.61,2099.21,2099.21,978.68,1957.37,1957.37,840.89,1681.78,1681.78,807.25,1614.5,1614.5,874.45,1748.89,1748.89
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,150,days,179,days,70,70,1721.03,3442.06,3442.06,1205.26,2410.53,2410.53,1125.44,2250.88,2250.88,930.59,1861.18,1861.18,927.8,1855.61,1855.61,1005.07,2010.13,2010.13
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,180,days,186,days,70,70,1953.66,3907.32,3907.32,1370.99,2741.98,2741.98,1287.68,2575.36,2575.36,1107.18,2214.37,2214.37,1056.71,2113.42,2113.42,1144.72,2289.44,2289.44
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,186,days,209,days,70,70,1953.66,3907.32,3907.32,1370.99,2741.98,2741.98,1287.68,2575.36,2575.36,1107.18,2214.37,2214.37,1056.71,2113.42,2113.42,1144.72,2289.44,2289.44
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,210,days,239,days,70,70,2152.68,4305.36,4305.36,1506.61,3013.21,3013.21,1413.88,2827.76,2827.76,1219.29,2438.58,2438.58,1168.83,2337.67,2337.67,1266.17,2532.35,2532.35
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,240,days,269,days,70,70,2368.51,4737.02,4737.02,1657.25,3314.5,3314.5,1552.92,3105.84,3105.84,1345.43,2690.86,2690.86,1275.36,2550.72,2550.72,1381.55,2763.1,2763.1
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,270,days,299,days,70,70,2570.31,5140.61,5140.61,1800.38,3600.76,3600.76,1668.8,3337.61,3337.61,1449.16,2898.31,2898.31,1379.03,2758.06,2758.06,1493.88,2987.75,2987.75
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,300,days,329,days,70,70,2769.35,5538.7,5538.7,1938.51,3877.02,3877.02,1797.62,3595.24,3595.24,1569.64,3139.28,3139.28,1496.81,2993.62,2993.62,1621.47,3242.94,3242.94
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,330,days,366,days,70,70,2923.51,5847.02,5847.02,2054,4108,4108,1898.05,3796.1,3796.1,1659.34,3318.68,3318.68,1586.48,3172.96,3172.96,1718.61,3437.22,3437.22
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,1,days,2,days,71,74,96.02,192.04,192.04,80.28,160.55,160.55,72.04,144.07,144.07,71.35,142.71,142.71,66.93,133.87,133.87,78.83,157.65,157.65
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,3,days,3,days,71,74,131.7,263.39,263.39,105.36,210.73,210.73,95.18,190.35,190.35,96.02,192.04,192.04,90.11,180.22,180.22,106.03,212.07,212.07
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,4,days,4,days,71,74,164.62,329.24,329.24,130.44,260.88,260.88,118.35,236.71,236.71,123.48,246.96,246.96,97.83,195.66,195.66,115.14,230.28,230.28
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,5,days,5,days,71,74,189.34,378.67,378.67,155.55,311.1,311.1,133.79,267.57,267.57,131.7,263.39,263.39,100.39,200.78,200.78,118.18,236.36,236.36
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,6,days,6,days,71,74,214.02,428.04,428.04,173.05,346.1,346.1,154.36,308.73,308.73,139.92,279.83,279.83,108.11,216.21,216.21,127.24,254.47,254.47
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,7,days,7,days,71,74,227.72,455.43,455.43,180.59,361.17,361.17,159.52,319.03,319.03,142.67,285.34,285.34,110.7,221.4,221.4,130.31,260.62,260.62
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,8,days,8,days,71,74,214.02,428.04,428.04,193.15,386.31,386.31,167.22,334.45,334.45,148.15,296.31,296.31,122.86,245.71,245.71,136.37,272.73,272.73
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,9,days,9,days,71,74,224.97,449.95,449.95,200.69,401.38,401.38,174.92,349.84,349.84,150.9,301.79,301.79,125.56,251.12,251.12,139.38,278.76,278.76
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,10,days,10,days,71,74,235.96,471.93,471.93,208.18,416.37,416.37,182.66,365.31,365.31,156.42,312.84,312.84,128.31,256.62,256.62,142.42,284.84,284.84
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,11,days,11,days,71,74,255.06,510.13,510.13,220.75,441.51,441.51,190.39,380.78,380.78,162.57,325.14,325.14,137.34,274.69,274.69,148.49,296.97,296.97
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,12,days,12,days,71,74,269.09,538.18,538.18,228.27,456.54,456.54,192.95,385.91,385.91,168.19,336.38,336.38,140.11,280.21,280.21,151.49,302.98,302.98
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,13,days,13,days,71,74,280.31,560.63,560.63,238.29,476.57,476.57,200.69,401.38,401.38,173.79,347.59,347.59,142.95,285.9,285.9,154.54,309.08,309.08
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,14,days,14,days,71,74,288.7,577.4,577.4,243.31,486.62,486.62,210.94,421.88,421.88,176.6,353.19,353.19,148.53,297.05,297.05,160.6,321.19,321.19
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,15,days,15,days,71,74,294.33,588.66,588.66,250.84,501.69,501.69,213.51,427.02,427.02,182.19,364.39,364.39,173.79,347.59,347.59,187.9,375.8,375.8
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,16,days,16,days,71,74,305.53,611.06,611.06,258.64,517.28,517.28,221.49,442.97,442.97,184.98,369.95,369.95,176.6,353.19,353.19,191.32,382.63,382.63
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,17,days,17,days,71,74,358.77,717.54,717.54,266.16,532.31,532.31,226.66,453.32,453.32,193.4,386.79,386.79,182.19,364.39,364.39,197.36,394.72,394.72
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,18,days,18,days,71,74,367.19,734.38,734.38,271.22,542.44,542.44,234.34,468.67,468.67,199.02,398.04,398.04,184.98,369.95,369.95,200.4,400.8,400.8
Real Insurance,Real Travel Insurance Basic Winter $200 Excess,19,days,19,days,71,74,375.58,751.16,751.16,278.71,557.41,557.41,236.92,473.84,473.84,201.83,403.65,403.65,190.58,381.16,381.16,206.46,412.93,412.93
