POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE DAYS,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,,,REGION 7,,,REGION 7,
Easy Travel Insurance,International Comprehensive $0 Excess,214,Days,243,Days,0,49,1430.1,2860.2,2860.2,1323.7,2647.4,2647.4,1031.1,2062.2,2062.2,875,1750,1750,875,1750,1750,875,1750,1750,464.8,929.6,929.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,244,Days,274,Days,0,49,1563.8,3127.6,3127.6,1467.9,2935.8,2935.8,1141,2282,2282,986.3,1972.6,1972.6,986.3,1972.6,1972.6,986.3,1972.6,1972.6,497,994,994,,,
Easy Travel Insurance,International Comprehensive $0 Excess,275,Days,304,Days,0,49,1660.4,3320.8,3320.8,1586.9,3173.8,3173.8,1187.9,2375.8,2375.8,1050.7,2101.4,2101.4,1050.7,2101.4,2101.4,1050.7,2101.4,2101.4,529.2,1058.4,1058.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,305,Days,334,Days,0,49,1799.7,3599.4,3599.4,1706.6,3413.2,3413.2,1276.8,2553.6,2553.6,1135.4,2270.8,2270.8,1135.4,2270.8,2270.8,1135.4,2270.8,2270.8,576.8,1153.6,1153.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,335,Days,365,Days,0,49,1875.3,3750.6,3750.6,1780.8,3561.6,3561.6,1328.6,2657.2,2657.2,1199.1,2398.2,2398.2,1199.1,2398.2,2398.2,1199.1,2398.2,2398.2,641.2,1282.4,1282.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,1,Days,5,Days,50,59,154.7,309.4,309.4,161,322,322,133.7,267.4,267.4,121.8,243.6,243.6,121.8,243.6,243.6,121.8,243.6,243.6,76.3,152.6,152.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,6,Days,8,Days,50,59,184.8,369.6,369.6,178.5,357,357,148.4,296.8,296.8,133.7,267.4,267.4,133.7,267.4,267.4,133.7,267.4,267.4,86.1,172.2,172.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,9,Days,11,Days,50,59,244.3,488.6,488.6,207.9,415.8,415.8,170.8,341.6,341.6,153.3,306.6,306.6,153.3,306.6,306.6,153.3,306.6,306.6,97.3,194.6,194.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,12,Days,14,Days,50,59,247.8,495.6,495.6,231,462,462,190.4,380.8,380.8,170.8,341.6,341.6,168.7,337.4,337.4,170.8,341.6,341.6,105,210,210,,,
Easy Travel Insurance,International Comprehensive $0 Excess,15,Days,17,Days,50,59,252,504,504,234.5,469,469,198.1,396.2,396.2,178.5,357,357,170.8,341.6,341.6,178.5,357,357,119.7,239.4,239.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,18,Days,20,Days,50,59,293.3,586.6,586.6,275.1,550.2,550.2,232.4,464.8,464.8,209.3,418.6,418.6,201.6,403.2,403.2,209.3,418.6,418.6,140,280,280,,,
Easy Travel Insurance,International Comprehensive $0 Excess,21,Days,23,Days,50,59,298.9,597.8,597.8,310.1,620.2,620.2,256.2,512.4,512.4,221.9,443.8,443.8,214.2,428.4,428.4,221.9,443.8,443.8,149.8,299.6,299.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,24,Days,26,Days,50,59,361.2,722.4,722.4,347.9,695.8,695.8,282.8,565.6,565.6,252,504,504,242.9,485.8,485.8,252,504,504,162.4,324.8,324.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,27,Days,29,Days,50,59,365.4,730.8,730.8,349.3,698.6,698.6,289.1,578.2,578.2,258.3,516.6,516.6,252,504,504,258.3,516.6,516.6,171.5,343,343,,,
Easy Travel Insurance,International Comprehensive $0 Excess,30,Days,32,Days,50,59,420,840,840,386.4,772.8,772.8,315,630,630,280.7,561.4,561.4,276.5,553,553,280.7,561.4,561.4,177.1,354.2,354.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,33,Days,35,Days,50,59,428.4,856.8,856.8,389.9,779.8,779.8,317.8,635.6,635.6,284.2,568.4,568.4,280.7,561.4,561.4,284.2,568.4,568.4,182,364,364,,,
Easy Travel Insurance,International Comprehensive $0 Excess,36,Days,38,Days,50,59,434.7,869.4,869.4,431.9,863.8,863.8,347.9,695.8,695.8,309.4,618.8,618.8,309.4,618.8,618.8,309.4,618.8,618.8,184.8,369.6,369.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,39,Days,42,Days,50,59,487.9,975.8,975.8,473.9,947.8,947.8,380.1,760.2,760.2,337.4,674.8,674.8,337.4,674.8,674.8,337.4,674.8,674.8,187.6,375.2,375.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,43,Days,45,Days,50,59,508.2,1016.4,1016.4,531.3,1062.6,1062.6,429.8,859.6,859.6,382.9,765.8,765.8,379.4,758.8,758.8,382.9,765.8,765.8,208.6,417.2,417.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,46,Days,49,Days,50,59,571.9,1143.8,1143.8,536.9,1073.8,1073.8,433.3,866.6,866.6,387.1,774.2,774.2,387.1,774.2,774.2,387.1,774.2,774.2,218.4,436.8,436.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,50,Days,56,Days,50,59,627.9,1255.8,1255.8,564.2,1128.4,1128.4,455,910,910,406,812,812,406,812,812,406,812,812,225.4,450.8,450.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,57,Days,63,Days,50,59,658,1316,1316,590.8,1181.6,1181.6,476.7,953.4,953.4,423.5,847,847,423.5,847,847,423.5,847,847,238,476,476,,,
Easy Travel Insurance,International Comprehensive $0 Excess,64,Days,70,Days,50,59,716.1,1432.2,1432.2,750.4,1500.8,1500.8,606.9,1213.8,1213.8,522.9,1045.8,1045.8,522.9,1045.8,1045.8,522.9,1045.8,1045.8,249.2,498.4,498.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,71,Days,91,Days,50,59,840,1680,1680,760.2,1520.4,1520.4,611.1,1222.2,1222.2,530.6,1061.2,1061.2,530.6,1061.2,1061.2,530.6,1061.2,1061.2,267.4,534.8,534.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,92,Days,119,Days,50,59,952,1904,1904,914.2,1828.4,1828.4,728,1456,1456,628.6,1257.2,1257.2,628.6,1257.2,1257.2,628.6,1257.2,1257.2,287,574,574,,,
Easy Travel Insurance,International Comprehensive $0 Excess,120,Days,154,Days,50,59,1093.4,2186.8,2186.8,1042.3,2084.6,2084.6,782.6,1565.2,1565.2,710.5,1421,1421,710.5,1421,1421,710.5,1421,1421,320.6,641.2,641.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,155,Days,182,Days,50,59,1252.3,2504.6,2504.6,1186.5,2373,2373,921.2,1842.4,1842.4,835.1,1670.2,1670.2,835.1,1670.2,1670.2,835.1,1670.2,1670.2,345.8,691.6,691.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,183,Days,213,Days,50,59,1446.2,2892.4,2892.4,1367.8,2735.6,2735.6,1064,2128,2128,940.8,1881.6,1881.6,940.8,1881.6,1881.6,940.8,1881.6,1881.6,415.8,831.6,831.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,214,Days,243,Days,50,59,1591.1,3182.2,3182.2,1511.3,3022.6,3022.6,1174.6,2349.2,2349.2,994.7,1989.4,1989.4,994.7,1989.4,1989.4,994.7,1989.4,1989.4,483,966,966,,,
Easy Travel Insurance,International Comprehensive $0 Excess,244,Days,274,Days,50,59,1740.9,3481.8,3481.8,1677.2,3354.4,3354.4,1300.6,2601.2,2601.2,1123.5,2247,2247,1123.5,2247,2247,1123.5,2247,2247,516.6,1033.2,1033.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,275,Days,304,Days,50,59,1850.1,3700.2,3700.2,1813.7,3627.4,3627.4,1355.2,2710.4,2710.4,1197,2394,2394,1197,2394,2394,1197,2394,2394,550.2,1100.4,1100.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,305,Days,334,Days,50,59,2004.1,4008.2,4008.2,1950.9,3901.8,3901.8,1456.7,2913.4,2913.4,1294.3,2588.6,2588.6,1294.3,2588.6,2588.6,1294.3,2588.6,2588.6,601.3,1202.6,1202.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,335,Days,365,Days,50,59,2089.5,4179,4179,2036.3,4072.6,4072.6,1516.9,3033.8,3033.8,1367.8,2735.6,2735.6,1367.8,2735.6,2735.6,1367.8,2735.6,2735.6,668.5,1337,1337,,,
Easy Travel Insurance,International Comprehensive $0 Excess,1,Days,5,Days,60,64,178.5,357,357,177.1,354.2,354.2,146.3,292.6,292.6,133,266,266,133,266,266,133,266,266,86.1,172.2,172.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,6,Days,8,Days,60,64,214.2,428.4,428.4,197.4,394.8,394.8,163.1,326.2,326.2,146.3,292.6,292.6,146.3,292.6,292.6,146.3,292.6,292.6,93.1,186.2,186.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,9,Days,11,Days,60,64,283.5,567,567,231,462,462,188.3,376.6,376.6,168.7,337.4,337.4,168.7,337.4,337.4,168.7,337.4,337.4,99.4,198.8,198.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,12,Days,14,Days,60,64,286.3,572.6,572.6,260.4,520.8,520.8,210.7,421.4,421.4,188.3,376.6,376.6,185.5,371,371,188.3,376.6,376.6,109.2,218.4,218.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,15,Days,17,Days,60,64,290.5,581,581,268.1,536.2,536.2,218.4,436.8,436.8,196,392,392,196,392,392,196,392,392,122.5,245,245,,,
Easy Travel Insurance,International Comprehensive $0 Excess,18,Days,20,Days,60,64,336,672,672,305.2,610.4,610.4,256.2,512.4,512.4,229.6,459.2,459.2,221.9,443.8,443.8,229.6,459.2,459.2,144.2,288.4,288.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,21,Days,23,Days,60,64,343.7,687.4,687.4,345.1,690.2,690.2,286.3,572.6,572.6,244.3,488.6,488.6,236.6,473.2,473.2,244.3,488.6,488.6,151.2,302.4,302.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,24,Days,26,Days,60,64,403.2,806.4,806.4,389.9,779.8,779.8,314.3,628.6,628.6,280,560,560,280,560,560,280,560,560,165.9,331.8,331.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,27,Days,29,Days,60,64,413,826,826,397.6,795.2,795.2,322,644,644,287.7,575.4,575.4,287.7,575.4,575.4,287.7,575.4,575.4,173.6,347.2,347.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,30,Days,32,Days,60,64,484.4,968.8,968.8,428.4,856.8,856.8,350.7,701.4,701.4,312.2,624.4,624.4,312.2,624.4,624.4,312.2,624.4,624.4,179.2,358.4,358.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,33,Days,35,Days,60,64,487.9,975.8,975.8,435.4,870.8,870.8,357.7,715.4,715.4,317.8,635.6,635.6,319.9,639.8,639.8,317.8,635.6,635.6,184.8,369.6,369.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,36,Days,38,Days,60,64,492.1,984.2,984.2,483,966,966,387.8,775.6,775.6,344.4,688.8,688.8,344.4,688.8,688.8,344.4,688.8,688.8,191.1,382.2,382.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,39,Days,42,Days,60,64,563.5,1127,1127,530.6,1061.2,1061.2,431.9,863.8,863.8,376.6,753.2,753.2,376.6,753.2,753.2,376.6,753.2,753.2,207.2,414.4,414.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,43,Days,45,Days,60,64,587.3,1174.6,1174.6,593.6,1187.2,1187.2,480.9,961.8,961.8,430.5,861,861,430.5,861,861,430.5,861,861,234.5,469,469,,,
Easy Travel Insurance,International Comprehensive $0 Excess,46,Days,49,Days,60,64,650.3,1300.6,1300.6,598.5,1197,1197,482.3,964.6,964.6,438.2,876.4,876.4,438.2,876.4,876.4,438.2,876.4,876.4,240.8,481.6,481.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,50,Days,56,Days,60,64,712.6,1425.2,1425.2,630,1260,1260,506.8,1013.6,1013.6,451.5,903,903,451.5,903,903,451.5,903,903,255.5,511,511,,,
Easy Travel Insurance,International Comprehensive $0 Excess,57,Days,63,Days,60,64,746.9,1493.8,1493.8,660.1,1320.2,1320.2,531.3,1062.6,1062.6,471.1,942.2,942.2,471.1,942.2,942.2,471.1,942.2,942.2,265.3,530.6,530.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,64,Days,70,Days,60,64,815.5,1631,1631,843.5,1687,1687,683.2,1366.4,1366.4,592.2,1184.4,1184.4,592.2,1184.4,1184.4,592.2,1184.4,1184.4,287,574,574,,,
Easy Travel Insurance,International Comprehensive $0 Excess,71,Days,91,Days,60,64,958.3,1916.6,1916.6,851.9,1703.8,1703.8,690.9,1381.8,1381.8,599.9,1199.8,1199.8,646.8,1293.6,1293.6,599.9,1199.8,1199.8,303.8,607.6,607.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,92,Days,119,Days,60,64,1087.8,2175.6,2175.6,1024.8,2049.6,2049.6,814.1,1628.2,1628.2,702.1,1404.2,1404.2,702.1,1404.2,1404.2,702.1,1404.2,1404.2,321.3,642.6,642.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,120,Days,154,Days,60,64,1250.9,2501.8,2501.8,1169,2338,2338,876.4,1752.8,1752.8,794.5,1589,1589,794.5,1589,1589,794.5,1589,1589,361.2,722.4,722.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,155,Days,182,Days,60,64,1434.3,2868.6,2868.6,1332.1,2664.2,2664.2,1032.5,2065,2065,935.2,1870.4,1870.4,935.2,1870.4,1870.4,935.2,1870.4,1870.4,394.8,789.6,789.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,183,Days,213,Days,60,64,1656.9,3313.8,3313.8,1536.5,3073,3073,1193.5,2387,2387,1053.5,2107,2107,1053.5,2107,2107,1053.5,2107,2107,420,840,840,,,
Easy Travel Insurance,International Comprehensive $0 Excess,214,Days,243,Days,60,64,1823.5,3647,3647,1698.2,3396.4,3396.4,1317.4,2634.8,2634.8,1114.4,2228.8,2228.8,1114.4,2228.8,2228.8,1114.4,2228.8,2228.8,487.9,975.8,975.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,244,Days,274,Days,60,64,1997.1,3994.2,3994.2,1885.8,3771.6,3771.6,1460.9,2921.8,2921.8,1260,2520,2520,1260,2520,2520,1260,2520,2520,521.5,1043,1043,,,
Easy Travel Insurance,International Comprehensive $0 Excess,275,Days,304,Days,60,64,2122.4,4244.8,4244.8,2039.8,4079.6,4079.6,1521.8,3043.6,3043.6,1343.3,2686.6,2686.6,1343.3,2686.6,2686.6,1343.3,2686.6,2686.6,555.1,1110.2,1110.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,305,Days,334,Days,60,64,2300.9,4601.8,4601.8,2195.2,4390.4,4390.4,1637.3,3274.6,3274.6,1453.2,2906.4,2906.4,1453.2,2906.4,2906.4,1453.2,2906.4,2906.4,605.5,1211,1211,,,
Easy Travel Insurance,International Comprehensive $0 Excess,335,Days,365,Days,60,64,2399.6,4799.2,4799.2,2291.8,4583.6,4583.6,1705.2,3410.4,3410.4,1536.5,3073,3073,1536.5,3073,3073,1536.5,3073,3073,672.7,1345.4,1345.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,1,Days,5,Days,65,69,178.5,357,357,177.1,354.2,354.2,146.3,292.6,292.6,133,266,266,133,266,266,133,266,266,93.1,186.2,186.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,6,Days,8,Days,65,69,214.2,428.4,428.4,197.4,394.8,394.8,163.1,326.2,326.2,146.3,292.6,292.6,146.3,292.6,292.6,146.3,292.6,292.6,100.8,201.6,201.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,9,Days,11,Days,65,69,283.5,567,567,231,462,462,188.3,376.6,376.6,168.7,337.4,337.4,168.7,337.4,337.4,168.7,337.4,337.4,102.9,205.8,205.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,12,Days,14,Days,65,69,286.3,572.6,572.6,260.4,520.8,520.8,210.7,421.4,421.4,188.3,376.6,376.6,188.3,376.6,376.6,188.3,376.6,376.6,119.7,239.4,239.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,15,Days,17,Days,65,69,290.5,581,581,268.1,536.2,536.2,218.4,436.8,436.8,196,392,392,203,406,406,196,392,392,133.7,267.4,267.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,18,Days,20,Days,65,69,336,672,672,305.2,610.4,610.4,256.2,512.4,512.4,229.6,459.2,459.2,221.9,443.8,443.8,229.6,459.2,459.2,151.2,302.4,302.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,21,Days,23,Days,65,69,343.7,687.4,687.4,345.1,690.2,690.2,286.3,572.6,572.6,244.3,488.6,488.6,236.6,473.2,473.2,244.3,488.6,488.6,162.4,324.8,324.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,24,Days,26,Days,65,69,403.2,806.4,806.4,389.9,779.8,779.8,314.3,628.6,628.6,280,560,560,280,560,560,280,560,560,173.6,347.2,347.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,27,Days,29,Days,65,69,413,826,826,397.6,795.2,795.2,322,644,644,287.7,575.4,575.4,287.7,575.4,575.4,287.7,575.4,575.4,177.8,355.6,355.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,30,Days,32,Days,65,69,484.4,968.8,968.8,428.4,856.8,856.8,350.7,701.4,701.4,312.2,624.4,624.4,312.2,624.4,624.4,312.2,624.4,624.4,196.7,393.4,393.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,33,Days,35,Days,65,69,487.9,975.8,975.8,435.4,870.8,870.8,357.7,715.4,715.4,317.8,635.6,635.6,319.9,639.8,639.8,317.8,635.6,635.6,207.9,415.8,415.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,36,Days,38,Days,65,69,492.1,984.2,984.2,483,966,966,387.8,775.6,775.6,344.4,688.8,688.8,344.4,688.8,688.8,344.4,688.8,688.8,215.6,431.2,431.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,39,Days,42,Days,65,69,563.5,1127,1127,530.6,1061.2,1061.2,431.9,863.8,863.8,376.6,753.2,753.2,376.6,753.2,753.2,376.6,753.2,753.2,234.5,469,469,,,
Easy Travel Insurance,International Comprehensive $0 Excess,43,Days,45,Days,65,69,587.3,1174.6,1174.6,593.6,1187.2,1187.2,480.9,961.8,961.8,430.5,861,861,430.5,861,861,430.5,861,861,263.9,527.8,527.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,46,Days,49,Days,65,69,650.3,1300.6,1300.6,598.5,1197,1197,482.3,964.6,964.6,438.2,876.4,876.4,438.2,876.4,876.4,438.2,876.4,876.4,271.6,543.2,543.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,50,Days,56,Days,65,69,712.6,1425.2,1425.2,630,1260,1260,506.8,1013.6,1013.6,451.5,903,903,451.5,903,903,451.5,903,903,287,574,574,,,
Easy Travel Insurance,International Comprehensive $0 Excess,57,Days,63,Days,65,69,746.9,1493.8,1493.8,660.1,1320.2,1320.2,531.3,1062.6,1062.6,471.1,942.2,942.2,471.1,942.2,942.2,471.1,942.2,942.2,298.9,597.8,597.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,64,Days,70,Days,65,69,815.5,1631,1631,843.5,1687,1687,683.2,1366.4,1366.4,592.2,1184.4,1184.4,592.2,1184.4,1184.4,592.2,1184.4,1184.4,324.8,649.6,649.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,71,Days,91,Days,65,69,958.3,1916.6,1916.6,851.9,1703.8,1703.8,690.9,1381.8,1381.8,599.9,1199.8,1199.8,646.8,1293.6,1293.6,599.9,1199.8,1199.8,344.4,688.8,688.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,92,Days,119,Days,65,69,1087.8,2175.6,2175.6,1024.8,2049.6,2049.6,814.1,1628.2,1628.2,702.1,1404.2,1404.2,702.1,1404.2,1404.2,702.1,1404.2,1404.2,364.7,729.4,729.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,120,Days,154,Days,65,69,1250.9,2501.8,2501.8,1169,2338,2338,876.4,1752.8,1752.8,794.5,1589,1589,794.5,1589,1589,794.5,1589,1589,413,826,826,,,
Easy Travel Insurance,International Comprehensive $0 Excess,155,Days,182,Days,65,69,1434.3,2868.6,2868.6,1332.1,2664.2,2664.2,1032.5,2065,2065,935.2,1870.4,1870.4,935.2,1870.4,1870.4,935.2,1870.4,1870.4,452.9,905.8,905.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,183,Days,213,Days,65,69,1656.9,3313.8,3313.8,1536.5,3073,3073,1193.5,2387,2387,1053.5,2107,2107,1053.5,2107,2107,1053.5,2107,2107,481.6,963.2,963.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,214,Days,243,Days,65,69,1823.5,3647,3647,1698.2,3396.4,3396.4,1317.4,2634.8,2634.8,1114.4,2228.8,2228.8,1114.4,2228.8,2228.8,1114.4,2228.8,2228.8,561.4,1122.8,1122.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,244,Days,274,Days,65,69,1997.1,3994.2,3994.2,1885.8,3771.6,3771.6,1460.9,2921.8,2921.8,1260,2520,2520,1260,2520,2520,1260,2520,2520,601.3,1202.6,1202.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,275,Days,304,Days,65,69,2122.4,4244.8,4244.8,2039.8,4079.6,4079.6,1521.8,3043.6,3043.6,1343.3,2686.6,2686.6,1343.3,2686.6,2686.6,1343.3,2686.6,2686.6,641.9,1283.8,1283.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,305,Days,334,Days,65,69,2300.9,4601.8,4601.8,2195.2,4390.4,4390.4,1637.3,3274.6,3274.6,1453.2,2906.4,2906.4,1453.2,2906.4,2906.4,1453.2,2906.4,2906.4,702.1,1404.2,1404.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,335,Days,365,Days,65,69,2399.6,4799.2,4799.2,2291.8,4583.6,4583.6,1705.2,3410.4,3410.4,1536.5,3073,3073,1536.5,3073,3073,1536.5,3073,3073,781.9,1563.8,1563.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,1,Days,5,Days,70,74,284.2,568.4,568.4,263.9,527.8,527.8,198.1,396.2,396.2,198.8,397.6,397.6,195.3,390.6,390.6,178.5,357,357,165.2,330.4,330.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,6,Days,8,Days,70,74,348.6,697.2,697.2,307.3,614.6,614.6,222.6,445.2,445.2,221.2,442.4,442.4,217,434,434,198.1,396.2,396.2,172.9,345.8,345.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,9,Days,11,Days,70,74,472.5,945,945,354.9,709.8,709.8,259.7,519.4,519.4,259,518,518,253.4,506.8,506.8,230.3,460.6,460.6,210.7,421.4,421.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,12,Days,14,Days,70,74,480.9,961.8,961.8,401.1,802.2,802.2,296.1,592.2,592.2,298.2,596.4,596.4,282.1,564.2,564.2,264.6,529.2,529.2,238.7,477.4,477.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,15,Days,17,Days,70,74,483,966,966,403.9,807.8,807.8,299.6,599.2,599.2,301,602,602,285.6,571.2,571.2,267.4,534.8,534.8,247.1,494.2,494.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,18,Days,20,Days,70,74,563.5,1127,1127,472.5,945,945,352.1,704.2,704.2,352.8,705.6,705.6,331.1,662.2,662.2,313.6,627.2,627.2,270.2,540.4,540.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,21,Days,23,Days,70,74,571.2,1142.4,1142.4,538.3,1076.6,1076.6,396.2,792.4,792.4,377.3,754.6,754.6,356.3,712.6,712.6,334.6,669.2,669.2,301,602,602,,,
Easy Travel Insurance,International Comprehensive $0 Excess,24,Days,26,Days,70,74,690.2,1380.4,1380.4,596.4,1192.8,1192.8,445.2,890.4,890.4,446.6,893.2,893.2,420,840,840,394.8,789.6,789.6,336,672,672,,,
Easy Travel Insurance,International Comprehensive $0 Excess,27,Days,29,Days,70,74,695.8,1391.6,1391.6,600.6,1201.2,1201.2,448,896,896,450.1,900.2,900.2,424.2,848.4,848.4,397.6,795.2,795.2,359.8,719.6,719.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,30,Days,32,Days,70,74,825.3,1650.6,1650.6,670.6,1341.2,1341.2,496.3,992.6,992.6,495.6,991.2,991.2,470.4,940.8,940.8,436.8,873.6,873.6,375.9,751.8,751.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,33,Days,35,Days,70,74,833.7,1667.4,1667.4,700.7,1401.4,1401.4,501.9,1003.8,1003.8,504,1008,1008,476,952,952,444.5,889,889,406.7,813.4,813.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,36,Days,38,Days,70,74,835.8,1671.6,1671.6,731.5,1463,1463,555.1,1110.2,1110.2,558.6,1117.2,1117.2,527.8,1055.6,1055.6,492.1,984.2,984.2,434,868,868,,,
Easy Travel Insurance,International Comprehensive $0 Excess,39,Days,42,Days,70,74,968.8,1937.6,1937.6,806.4,1612.8,1612.8,608.3,1216.6,1216.6,612.5,1225,1225,579.6,1159.2,1159.2,539,1078,1078,465.5,931,931,,,
Easy Travel Insurance,International Comprehensive $0 Excess,43,Days,45,Days,70,74,990.5,1981,1981,897.4,1794.8,1794.8,677.6,1355.2,1355.2,678.3,1356.6,1356.6,651.7,1303.4,1303.4,598.5,1197,1197,517.3,1034.6,1034.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,46,Days,49,Days,70,74,1101.1,2202.2,2202.2,902.3,1804.6,1804.6,698.6,1397.2,1397.2,681.1,1362.2,1362.2,654.5,1309,1309,601.3,1202.6,1202.6,550.2,1100.4,1100.4,,,
Easy Travel Insurance,International Comprehensive $0 Excess,50,Days,56,Days,70,74,1211.7,2423.4,2423.4,951.3,1902.6,1902.6,718.9,1437.8,1437.8,716.8,1433.6,1433.6,688.8,1377.6,1377.6,632.1,1264.2,1264.2,557.9,1115.8,1115.8,,,
Easy Travel Insurance,International Comprehensive $0 Excess,57,Days,63,Days,70,74,1331.4,2662.8,2662.8,1024.1,2048.2,2048.2,749,1498,1498,750.4,1500.8,1500.8,720.3,1440.6,1440.6,661.5,1323,1323,581,1162,1162,,,
Easy Travel Insurance,International Comprehensive $0 Excess,64,Days,70,Days,70,74,1393.7,2787.4,2787.4,1329.3,2658.6,2658.6,970.9,1941.8,1941.8,949.9,1899.8,1899.8,911.4,1822.8,1822.8,835.1,1670.2,1670.2,642.6,1285.2,1285.2,,,
Easy Travel Insurance,International Comprehensive $0 Excess,71,Days,91,Days,70,74,1498,2996,2996,1390.2,2780.4,2780.4,989.8,1979.6,1979.6,1031.1,2062.2,2062.2,991.9,1983.8,1983.8,837.9,1675.8,1675.8,688.8,1377.6,1377.6,,,
Easy Travel Insurance,International Comprehensive $0 Excess,92,Days,119,Days,70,74,1601.6,3203.2,3203.2,1402.8,2805.6,2805.6,1008.7,2017.4,2017.4,1063.3,2126.6,2126.6,1043.7,2087.4,2087.4,916.3,1832.6,1832.6,735,1470,1470,,,
